SA2 - Residence,SA2 - Place of Work,Count
Sutherland - Kirrawee,Granville - Clyde,10
No Usual Address (NSW),Granville - Clyde,4
Box Head - MacMasters Beach,Greystanes - Pemulwuy,3
Warnervale - Wadalba,Greystanes - Pemulwuy,3
Unanderra - Mount Kembla,Greystanes - Pemulwuy,3
Figtree - Keiraville,Greystanes - Pemulwuy,3
Baulkham Hills (East),Greystanes - Pemulwuy,18
Baulkham Hills (West) - Bella Vista,Greystanes - Pemulwuy,26
Castle Hill,Greystanes - Pemulwuy,22
Cherrybrook,Greystanes - Pemulwuy,8
Glenhaven,Greystanes - Pemulwuy,3
Kellyville,Greystanes - Pemulwuy,24
West Pennant Hills,Greystanes - Pemulwuy,5
Dural - Kenthurst - Wisemans Ferry,Greystanes - Pemulwuy,7
Galston - Laughtondale,Greystanes - Pemulwuy,5
Kurrajong Heights - Ebenezer,Greystanes - Pemulwuy,19
Rouse Hill - Beaumont Hills,Greystanes - Pemulwuy,14
Blacktown (East) - Kings Park,Greystanes - Pemulwuy,42
Blacktown (North) - Marayong,Greystanes - Pemulwuy,27
Blacktown (South),Greystanes - Pemulwuy,57
Doonside - Woodcroft,Greystanes - Pemulwuy,27
Lalor Park - Kings Langley,Greystanes - Pemulwuy,37
Seven Hills - Toongabbie,Greystanes - Pemulwuy,73
Glenwood,Greystanes - Pemulwuy,20
Parklea - Kellyville Ridge,Greystanes - Pemulwuy,20
Quakers Hill - Acacia Gardens,Greystanes - Pemulwuy,46
Riverstone - Marsden Park,Greystanes - Pemulwuy,9
Bidwill - Hebersham - Emerton,Greystanes - Pemulwuy,34
Glendenning Dean Park,Greystanes - Pemulwuy,16
Hassall Grove - Plumpton,Greystanes - Pemulwuy,37
Lethbridge Park - Tregear,Greystanes - Pemulwuy,23
Mount Druitt - Whalan,Greystanes - Pemulwuy,33
Rooty Hill - Minchinbury,Greystanes - Pemulwuy,52
Botany,Greystanes - Pemulwuy,3
Mascot - Eastlakes,Greystanes - Pemulwuy,6
Pagewood - Hillsdale - Daceyville,Greystanes - Pemulwuy,3
Marrickville,Greystanes - Pemulwuy,8
Petersham - Stanmore,Greystanes - Pemulwuy,6
Sydenham - Tempe - St Peters,Greystanes - Pemulwuy,5
Glebe - Forest Lodge,Greystanes - Pemulwuy,6
Pyrmont - Ultimo,Greystanes - Pemulwuy,3
Waterloo - Beaconsfield,Greystanes - Pemulwuy,4
Paddington - Moore Park,Greystanes - Pemulwuy,3
Coogee - Clovelly,Greystanes - Pemulwuy,3
Kensington - Kingsford,Greystanes - Pemulwuy,5
Malabar - La Perouse - Chifley,Greystanes - Pemulwuy,3
Bankstown,Greystanes - Pemulwuy,11
Bass Hill - Georges Hall,Greystanes - Pemulwuy,18
Condell Park,Greystanes - Pemulwuy,3
Greenacre - Mount Lewis,Greystanes - Pemulwuy,4
Padstow,Greystanes - Pemulwuy,3
Panania - Milperra - Picnic Point,Greystanes - Pemulwuy,14
Revesby,Greystanes - Pemulwuy,3
Yagoona - Birrong,Greystanes - Pemulwuy,5
Canterbury (South) - Campsie,Greystanes - Pemulwuy,4
Kingsgrove (North) - Earlwood,Greystanes - Pemulwuy,3
Lakemba - Wiley Park,Greystanes - Pemulwuy,3
Punchbowl,Greystanes - Pemulwuy,3
Roselands,Greystanes - Pemulwuy,3
Hurstville,Greystanes - Pemulwuy,3
Mortdale - Penshurst,Greystanes - Pemulwuy,4
Narwee - Beverly Hills,Greystanes - Pemulwuy,4
Peakhurst - Lugarno,Greystanes - Pemulwuy,3
Riverwood,Greystanes - Pemulwuy,3
South Hurstville - Blakehurst,Greystanes - Pemulwuy,3
Arncliffe - Bardwell Valley,Greystanes - Pemulwuy,3
Bexley,Greystanes - Pemulwuy,4
Kogarah Bay - Carlton - Allawah,Greystanes - Pemulwuy,6
Monterey - Brighton-le-Sands - Kyeemagh,Greystanes - Pemulwuy,3
Rockdale - Banksia,Greystanes - Pemulwuy,4
Sans Souci - Ramsgate,Greystanes - Pemulwuy,4
Concord - Mortlake - Cabarita,Greystanes - Pemulwuy,11
Concord West - North Strathfield,Greystanes - Pemulwuy,10
Drummoyne - Rodd Point,Greystanes - Pemulwuy,6
Five Dock - Abbotsford,Greystanes - Pemulwuy,7
Balmain,Greystanes - Pemulwuy,3
Leichhardt - Annandale,Greystanes - Pemulwuy,3
Ashfield,Greystanes - Pemulwuy,6
Burwood - Croydon,Greystanes - Pemulwuy,6
Dulwich Hill - Lewisham,Greystanes - Pemulwuy,3
Homebush,Greystanes - Pemulwuy,6
Strathfield,Greystanes - Pemulwuy,9
Lane Cove - Greenwich,Greystanes - Pemulwuy,6
Asquith - Mount Colah,Greystanes - Pemulwuy,5
Berowra - Brooklyn - Cowan,Greystanes - Pemulwuy,3
Hornsby - Waitara,Greystanes - Pemulwuy,3
Normanhurst - Thornleigh - Westleigh,Greystanes - Pemulwuy,3
Lindfield - Roseville,Greystanes - Pemulwuy,3
Turramurra,Greystanes - Pemulwuy,3
Manly - Fairlight,Greystanes - Pemulwuy,3
Warriewood - Mona Vale,Greystanes - Pemulwuy,3
Narrabeen - Collaroy,Greystanes - Pemulwuy,3
Camden - Ellis Lane,Greystanes - Pemulwuy,3
Elderslie - Harrington Park,Greystanes - Pemulwuy,9
Mount Annan - Currans Hill,Greystanes - Pemulwuy,17
Bradbury - Wedderburn,Greystanes - Pemulwuy,5
Campbelltown - Woodbine,Greystanes - Pemulwuy,7
Claymore - Eagle Vale - Raby,Greystanes - Pemulwuy,14
Ingleburn - Denham Court,Greystanes - Pemulwuy,17
Leumeah - Minto Heights,Greystanes - Pemulwuy,13
Macquarie Fields - Glenfield,Greystanes - Pemulwuy,16
Minto - St Andrews,Greystanes - Pemulwuy,11
Rosemeadow - Glen Alpine,Greystanes - Pemulwuy,7
Douglas Park - Appin,Greystanes - Pemulwuy,3
The Oaks - Oakdale,Greystanes - Pemulwuy,4
Blaxland - Warrimoo - Lapstone,Greystanes - Pemulwuy,16
Lawson - Hazelbrook - Linden,Greystanes - Pemulwuy,5
Springwood - Winmalee,Greystanes - Pemulwuy,15
Wentworth Falls,Greystanes - Pemulwuy,3
Cambridge Park,Greystanes - Pemulwuy,15
Castlereagh - Cranebrook,Greystanes - Pemulwuy,27
Emu Plains - Leonay,Greystanes - Pemulwuy,10
Glenmore Park - Regentville,Greystanes - Pemulwuy,35
Jamisontown - South Penrith,Greystanes - Pemulwuy,17
Kingswood - Werrington,Greystanes - Pemulwuy,33
Mulgoa - Luddenham - Orchard Hills,Greystanes - Pemulwuy,8
Penrith,Greystanes - Pemulwuy,10
Warragamba - Silverdale,Greystanes - Pemulwuy,3
Richmond - Clarendon,Greystanes - Pemulwuy,7
Windsor - Bligh Park,Greystanes - Pemulwuy,13
Yarramundi - Londonderry,Greystanes - Pemulwuy,6
Erskine Park,Greystanes - Pemulwuy,16
St Clair,Greystanes - Pemulwuy,40
St Marys - Colyton,Greystanes - Pemulwuy,44
Auburn,Greystanes - Pemulwuy,15
Homebush Bay - Silverwater,Greystanes - Pemulwuy,8
Lidcombe - Regents Park,Greystanes - Pemulwuy,14
Carlingford,Greystanes - Pemulwuy,20
Ermington - Rydalmere,Greystanes - Pemulwuy,11
Oatlands - Dundas Valley,Greystanes - Pemulwuy,14
Chester Hill - Sefton,Greystanes - Pemulwuy,10
Fairfield - East,Greystanes - Pemulwuy,16
Granville - Clyde,Greystanes - Pemulwuy,22
Greystanes - Pemulwuy,Greystanes - Pemulwuy,998
Guildford - South Granville,Greystanes - Pemulwuy,18
Guildford West - Merrylands West,Greystanes - Pemulwuy,43
Merrylands - Holroyd,Greystanes - Pemulwuy,67
Girraween - Westmead,Greystanes - Pemulwuy,65
North Parramatta,Greystanes - Pemulwuy,28
North Rocks,Greystanes - Pemulwuy,8
Northmead,Greystanes - Pemulwuy,37
Parramatta - Rosehill,Greystanes - Pemulwuy,21
Toongabbie - Constitution Hill,Greystanes - Pemulwuy,46
Winston Hills,Greystanes - Pemulwuy,19
Epping - North Epping,Greystanes - Pemulwuy,4
Pennant Hills - Cheltenham,Greystanes - Pemulwuy,7
Eastwood - Denistone,Greystanes - Pemulwuy,12
Gladesville - Huntleys Point,Greystanes - Pemulwuy,3
Macquarie Park - Marsfield,Greystanes - Pemulwuy,3
North Ryde - East Ryde,Greystanes - Pemulwuy,6
Ryde - Putney,Greystanes - Pemulwuy,11
West Ryde - Meadowbank,Greystanes - Pemulwuy,7
Ashcroft - Busby - Miller,Greystanes - Pemulwuy,9
Badgerys Creek - Greendale,Greystanes - Pemulwuy,6
Cobbitty - Leppington,Greystanes - Pemulwuy,4
Green Valley - Cecil Hills,Greystanes - Pemulwuy,36
Hoxton Park - Horningsea Park,Greystanes - Pemulwuy,21
Bonnyrigg Heights - Bonnyrigg,Greystanes - Pemulwuy,14
Bossley Park - Abbotsbury,Greystanes - Pemulwuy,27
Cabramatta - Lansvale,Greystanes - Pemulwuy,25
Cabramatta West - Mount Pritchard,Greystanes - Pemulwuy,7
Canley Vale - Canley Heights,Greystanes - Pemulwuy,16
Edensor Park,Greystanes - Pemulwuy,18
Fairfield,Greystanes - Pemulwuy,10
Fairfield - West,Greystanes - Pemulwuy,10
Greenfield Park - Prairiewood,Greystanes - Pemulwuy,11
Horsley Park - Kemps Creek,Greystanes - Pemulwuy,3
Smithfield - Wetherill Park,Greystanes - Pemulwuy,38
St Johns Park - Wakeley,Greystanes - Pemulwuy,13
Casula,Greystanes - Pemulwuy,6
Chipping Norton - Moorebank,Greystanes - Pemulwuy,12
Holsworthy - Wattle Grove,Greystanes - Pemulwuy,21
Liverpool - Warwick Farm,Greystanes - Pemulwuy,17
Prestons - Lurnea,Greystanes - Pemulwuy,19
Cronulla - Kurnell - Bundeena,Greystanes - Pemulwuy,4
Gymea - Grays Point,Greystanes - Pemulwuy,3
Engadine - Loftus,Greystanes - Pemulwuy,8
Illawong - Alfords Point,Greystanes - Pemulwuy,3
Menai - Lucas Heights - Woronora,Greystanes - Pemulwuy,5
Oyster Bay - Como - Jannali,Greystanes - Pemulwuy,4
Sutherland - Kirrawee,Greystanes - Pemulwuy,3
No Usual Address (NSW),Greystanes - Pemulwuy,5
Yass Region,Guildford - South Granville,3
Box Head - MacMasters Beach,Guildford - South Granville,6
Erina - Green Point,Guildford - South Granville,4
Kariong,Guildford - South Granville,3
Bateau Bay - Killarney Vale,Guildford - South Granville,4
Corrimal - Tarrawanna - Bellambi,Guildford - South Granville,3
Woonona - Bulli - Russell Vale,Guildford - South Granville,4
Lambton - New Lambton,Guildford - South Granville,3
Baulkham Hills (East),Guildford - South Granville,22
Baulkham Hills (West) - Bella Vista,Guildford - South Granville,12
Castle Hill,Guildford - South Granville,29
Cherrybrook,Guildford - South Granville,16
Glenhaven,Guildford - South Granville,3
Kellyville,Guildford - South Granville,12
West Pennant Hills,Guildford - South Granville,10
Dural - Kenthurst - Wisemans Ferry,Guildford - South Granville,5
Galston - Laughtondale,Guildford - South Granville,3
Kurrajong Heights - Ebenezer,Guildford - South Granville,7
Pitt Town - McGraths Hill,Guildford - South Granville,4
Rouse Hill - Beaumont Hills,Guildford - South Granville,16
Blacktown (East) - Kings Park,Guildford - South Granville,17
Blacktown (North) - Marayong,Guildford - South Granville,15
Blacktown (South),Guildford - South Granville,38
Doonside - Woodcroft,Guildford - South Granville,23
Lalor Park - Kings Langley,Guildford - South Granville,15
Seven Hills - Toongabbie,Guildford - South Granville,27
Glenwood,Guildford - South Granville,16
Parklea - Kellyville Ridge,Guildford - South Granville,20
Quakers Hill - Acacia Gardens,Guildford - South Granville,25
Riverstone - Marsden Park,Guildford - South Granville,7
Bidwill - Hebersham - Emerton,Guildford - South Granville,11
Glendenning Dean Park,Guildford - South Granville,6
Hassall Grove - Plumpton,Guildford - South Granville,20
Lethbridge Park - Tregear,Guildford - South Granville,6
Mount Druitt - Whalan,Guildford - South Granville,11
Rooty Hill - Minchinbury,Guildford - South Granville,17
Mascot - Eastlakes,Guildford - South Granville,3
Pagewood - Hillsdale - Daceyville,Guildford - South Granville,3
Marrickville,Guildford - South Granville,8
Petersham - Stanmore,Guildford - South Granville,5
Erskineville - Alexandria,Guildford - South Granville,4
Glebe - Forest Lodge,Guildford - South Granville,4
Newtown - Camperdown - Darlington,Guildford - South Granville,8
Potts Point - Woolloomooloo,Guildford - South Granville,3
Pyrmont - Ultimo,Guildford - South Granville,5
Sydney - Haymarket - The Rocks,Guildford - South Granville,3
Waterloo - Beaconsfield,Guildford - South Granville,3
Bondi Junction - Waverly,Guildford - South Granville,3
Double Bay - Bellevue Hill,Guildford - South Granville,4
Paddington - Moore Park,Guildford - South Granville,3
Randwick,Guildford - South Granville,7
Bankstown,Guildford - South Granville,27
Bass Hill - Georges Hall,Guildford - South Granville,27
Condell Park,Guildford - South Granville,17
Greenacre - Mount Lewis,Guildford - South Granville,8
Padstow,Guildford - South Granville,15
Panania - Milperra - Picnic Point,Guildford - South Granville,18
Revesby,Guildford - South Granville,5
Yagoona - Birrong,Guildford - South Granville,20
Belmore - Belfield,Guildford - South Granville,3
Canterbury (South) - Campsie,Guildford - South Granville,11
Kingsgrove (North) - Earlwood,Guildford - South Granville,3
Lakemba - Wiley Park,Guildford - South Granville,15
Punchbowl,Guildford - South Granville,12
Roselands,Guildford - South Granville,9
Hurstville,Guildford - South Granville,4
Mortdale - Penshurst,Guildford - South Granville,3
Narwee - Beverly Hills,Guildford - South Granville,7
Peakhurst - Lugarno,Guildford - South Granville,7
South Hurstville - Blakehurst,Guildford - South Granville,4
Arncliffe - Bardwell Valley,Guildford - South Granville,8
Bexley,Guildford - South Granville,3
Kogarah Bay - Carlton - Allawah,Guildford - South Granville,6
Monterey - Brighton-le-Sands - Kyeemagh,Guildford - South Granville,3
Rockdale - Banksia,Guildford - South Granville,3
Sans Souci - Ramsgate,Guildford - South Granville,3
Concord - Mortlake - Cabarita,Guildford - South Granville,14
Concord West - North Strathfield,Guildford - South Granville,16
Drummoyne - Rodd Point,Guildford - South Granville,4
Five Dock - Abbotsford,Guildford - South Granville,8
Balmain,Guildford - South Granville,4
Leichhardt - Annandale,Guildford - South Granville,8
Lilyfield - Rozelle,Guildford - South Granville,4
Ashfield,Guildford - South Granville,6
Burwood - Croydon,Guildford - South Granville,9
Croydon Park - Enfield,Guildford - South Granville,4
Haberfield - Summer Hill,Guildford - South Granville,3
Homebush,Guildford - South Granville,13
Strathfield,Guildford - South Granville,21
Chatswood (East) - Artarmon,Guildford - South Granville,4
Chatswood (West) - Lane Cove North,Guildford - South Granville,3
Lane Cove - Greenwich,Guildford - South Granville,4
Asquith - Mount Colah,Guildford - South Granville,3
Hornsby - Waitara,Guildford - South Granville,6
Normanhurst - Thornleigh - Westleigh,Guildford - South Granville,3
Gordon - Killara,Guildford - South Granville,9
Pymble,Guildford - South Granville,5
Turramurra,Guildford - South Granville,5
Neutral Bay - Kirribilli,Guildford - South Granville,3
North Sydney - Lavender Bay,Guildford - South Granville,4
Balgowlah - Clontarf - Seaforth,Guildford - South Granville,3
Manly - Fairlight,Guildford - South Granville,8
Bayview - Elanora Heights,Guildford - South Granville,3
Dee Why - North Curl Curl,Guildford - South Granville,4
Narrabeen - Collaroy,Guildford - South Granville,3
Elderslie - Harrington Park,Guildford - South Granville,9
Mount Annan - Currans Hill,Guildford - South Granville,8
Bradbury - Wedderburn,Guildford - South Granville,3
Campbelltown - Woodbine,Guildford - South Granville,9
Claymore - Eagle Vale - Raby,Guildford - South Granville,18
Leumeah - Minto Heights,Guildford - South Granville,8
Macquarie Fields - Glenfield,Guildford - South Granville,12
Minto - St Andrews,Guildford - South Granville,15
Rosemeadow - Glen Alpine,Guildford - South Granville,7
The Oaks - Oakdale,Guildford - South Granville,3
Lawson - Hazelbrook - Linden,Guildford - South Granville,10
Springwood - Winmalee,Guildford - South Granville,9
Cambridge Park,Guildford - South Granville,5
Castlereagh - Cranebrook,Guildford - South Granville,12
Emu Plains - Leonay,Guildford - South Granville,4
Glenmore Park - Regentville,Guildford - South Granville,11
Jamisontown - South Penrith,Guildford - South Granville,7
Kingswood - Werrington,Guildford - South Granville,3
Mulgoa - Luddenham - Orchard Hills,Guildford - South Granville,5
Penrith,Guildford - South Granville,3
Richmond - Clarendon,Guildford - South Granville,3
Windsor - Bligh Park,Guildford - South Granville,4
Erskine Park,Guildford - South Granville,3
St Clair,Guildford - South Granville,12
St Marys - Colyton,Guildford - South Granville,9
Auburn,Guildford - South Granville,58
Homebush Bay - Silverwater,Guildford - South Granville,12
Lidcombe - Regents Park,Guildford - South Granville,45
Carlingford,Guildford - South Granville,20
Ermington - Rydalmere,Guildford - South Granville,16
Oatlands - Dundas Valley,Guildford - South Granville,10
Chester Hill - Sefton,Guildford - South Granville,60
Fairfield - East,Guildford - South Granville,48
Granville - Clyde,Guildford - South Granville,82
Greystanes - Pemulwuy,Guildford - South Granville,44
Guildford - South Granville,Guildford - South Granville,484
Guildford West - Merrylands West,Guildford - South Granville,87
Merrylands - Holroyd,Guildford - South Granville,87
Girraween - Westmead,Guildford - South Granville,30
North Parramatta,Guildford - South Granville,34
North Rocks,Guildford - South Granville,6
Northmead,Guildford - South Granville,18
Parramatta - Rosehill,Guildford - South Granville,45
Toongabbie - Constitution Hill,Guildford - South Granville,28
Winston Hills,Guildford - South Granville,15
Epping - North Epping,Guildford - South Granville,6
Pennant Hills - Cheltenham,Guildford - South Granville,3
Eastwood - Denistone,Guildford - South Granville,11
Gladesville - Huntleys Point,Guildford - South Granville,3
Hunters Hill - Woolwich,Guildford - South Granville,5
Macquarie Park - Marsfield,Guildford - South Granville,6
North Ryde - East Ryde,Guildford - South Granville,7
Ryde - Putney,Guildford - South Granville,13
West Ryde - Meadowbank,Guildford - South Granville,9
Ashcroft - Busby - Miller,Guildford - South Granville,11
Badgerys Creek - Greendale,Guildford - South Granville,6
Cobbitty - Leppington,Guildford - South Granville,3
Green Valley - Cecil Hills,Guildford - South Granville,41
Hoxton Park - Horningsea Park,Guildford - South Granville,10
Bonnyrigg Heights - Bonnyrigg,Guildford - South Granville,10
Bossley Park - Abbotsbury,Guildford - South Granville,25
Cabramatta - Lansvale,Guildford - South Granville,18
Cabramatta West - Mount Pritchard,Guildford - South Granville,16
Canley Vale - Canley Heights,Guildford - South Granville,12
Edensor Park,Guildford - South Granville,11
Fairfield,Guildford - South Granville,33
Fairfield - West,Guildford - South Granville,27
Greenfield Park - Prairiewood,Guildford - South Granville,5
Horsley Park - Kemps Creek,Guildford - South Granville,3
Smithfield - Wetherill Park,Guildford - South Granville,24
St Johns Park - Wakeley,Guildford - South Granville,11
Casula,Guildford - South Granville,5
Chipping Norton - Moorebank,Guildford - South Granville,30
Holsworthy - Wattle Grove,Guildford - South Granville,15
Liverpool - Warwick Farm,Guildford - South Granville,15
Prestons - Lurnea,Guildford - South Granville,17
Cronulla - Kurnell - Bundeena,Guildford - South Granville,8
Gymea - Grays Point,Guildford - South Granville,3
Miranda - Yowie Bay,Guildford - South Granville,4
Sylvania - Taren Point,Guildford - South Granville,4
Engadine - Loftus,Guildford - South Granville,12
Heathcote - Waterfall,Guildford - South Granville,5
Illawong - Alfords Point,Guildford - South Granville,7
Menai - Lucas Heights - Woronora,Guildford - South Granville,3
Oyster Bay - Como - Jannali,Guildford - South Granville,3
Sutherland - Kirrawee,Guildford - South Granville,3
No Usual Address (NSW),Guildford - South Granville,4
Gorokan - Kanwal - Charmhaven,Guildford West - Merrylands West,4
Lake Munmorah - Mannering Park,Guildford West - Merrylands West,3
Southern Highlands,Guildford West - Merrylands West,3
Baulkham Hills (East),Guildford West - Merrylands West,16
Baulkham Hills (West) - Bella Vista,Guildford West - Merrylands West,9
Castle Hill,Guildford West - Merrylands West,10
Cherrybrook,Guildford West - Merrylands West,6
Glenhaven,Guildford West - Merrylands West,3
Kellyville,Guildford West - Merrylands West,11
West Pennant Hills,Guildford West - Merrylands West,6
Dural - Kenthurst - Wisemans Ferry,Guildford West - Merrylands West,7
